Id_empl,Name,Last_Name,birth_date,Gender,area,salary,Start_date,finish_date,promotion_date,type,Age,Email
06-4722616,Karel,Pedersen,1976-02-13,male,Services,177873,2002-03-26,2005-12-24,,Remote,48,Karel_Pe.R@genericcompany.com
06-4874575,Patrice,Giller,1982-01-07,female,Training,90126,2019-05-16,2021-03-15,,Remote,42,Patrice_Gi.R@genericcompany.com
06-5056647,Shayne,Yellowlee,1967-02-01,female,Services,157421,2013-12-14,2017-03-26,,Remote,57,Shayne_Ye.R@genericcompany.com
06-5381730,Taddeusz,Weldrake,1983-03-10,female,"Research and Development",111088,2001-10-03,2003-05-04,,Hybrid,41,Taddeusz_We.H@genericcompany.com
06-5619733,Rosene,Mangan,1969-12-02,female,Services,178861,2017-12-17,2020-07-01,,Hybrid,54,Rosene_Ma.H@genericcompany.com
06-5977037,Blinnie,Abrahams,1990-02-17,female,Services,157373,2016-03-28,2016-06-21,,Hybrid,34,Blinnie_Ab.H@genericcompany.com
06-6211718,Maryjane,Keaveny,1999-05-15,female,Marketing,169303,2008-06-13,2011-03-13,,Remote,25,Maryjane_Ke.R@genericcompany.com
06-6327671,Guenevere,Furney,1993-05-24,male,"Business Development",182613,2008-02-15,2021-03-12,,Remote,31,Guenevere_Fu.R@genericcompany.com
06-6667765,Catriona,Skyrme,1991-05-05,male,Engineering,179847,2003-05-09,2003-12-18,,Remote,33,Catriona_Sk.R@genericcompany.com
06-6708573,Marchall,Leverington,1973-04-27,male,Training,115867,2018-02-28,2021-05-02,,Remote,51,Marchall_Le.R@genericcompany.com
06-6954499,Laina,Itzkovwitch,1988-11-03,female,Engineering,106119,2013-07-01,2013-10-09,,Remote,35,Laina_It.R@genericcompany.com
06-7145423,Wake,Shippey,1982-05-18,male,"Human Resources",184311,2020-05-03,2023-12-08,,Hybrid,42,Wake_Sh.H@genericcompany.com
06-7184744,Freda,Kyngdon,1979-01-21,female,Accounting,126344,2016-08-15,2017-07-28,,Remote,45,Freda_Ky.R@genericcompany.com
06-7507908,Pablo,Maynell,1985-04-11,male,Engineering,152794,2004-05-18,2023-05-23,,Hybrid,39,Pablo_Ma.H@genericcompany.com
06-7865121,Zedekiah,Andraud,1968-11-09,male,Engineering,106120,2005-12-16,2010-04-14,,Remote,55,Zedekiah_An.R@genericcompany.com
06-8015929,Eden,Pifford,1999-11-14,female,Engineering,83508,2006-08-17,2014-11-09,,Hybrid,24,Eden_Pi.H@genericcompany.com
06-8191249,Neila,Dodding,1987-04-29,male,Engineering,120126,2005-07-24,2024-04-10,,Remote,37,Neila_Do.R@genericcompany.com
06-8280505,Ian,Odgers,1996-11-18,male,"Human Resources",155460,2004-12-20,2016-12-02,,Hybrid,27,Ian_Od.H@genericcompany.com
06-8384472,Lani,Kinnoch,1977-12-31,male,Accounting,106485,2006-10-16,2022-01-21,,Remote,46,Lani_Ki.R@genericcompany.com
06-8774886,Rey,Hindsberg,1967-11-22,female,Engineering,139341,2003-06-11,2017-06-27,,Hybrid,56,Rey_Hi.H@genericcompany.com
06-8882366,Lorens,Henningham,1985-12-08,female,Services,68763,2004-10-06,2015-01-16,,Remote,38,Lorens_He.R@genericcompany.com
06-9573037,Alissa,Brock,1996-09-02,male,"Business Development",134543,2007-06-02,2008-11-01,,Hybrid,28,Alissa_Br.H@genericcompany.com
06-9643118,Powell,Skunes,1977-08-06,female,Legal,73389,2008-12-30,2016-01-15,,Remote,47,Powell_Sk.R@genericcompany.com
06-9739832,Debby,Brody,1967-12-07,male,Support,149043,2005-12-15,2018-01-31,,Remote,56,Debby_Br.R@genericcompany.com
06-9931910,Celene,Rene,1990-07-07,male,"Product Management",155517,2007-06-28,2009-03-28,,Hybrid,34,Celene_Re.H@genericcompany.com
06-9948352,Alistair,Pirelli,1967-11-20,male,Services,79714,2012-02-21,2019-09-21,,Remote,56,Alistair_Pi.R@genericcompany.com
07-0603203,Natka,Moyer,1985-11-13,female,Accounting,103055,2010-04-14,2023-05-11,,Remote,38,Natka_Mo.R@genericcompany.com
07-1541608,Dana,Calabry,1996-10-17,male,Sales,103147,2009-08-27,2018-11-26,,Hybrid,27,Dana_Ca.H@genericcompany.com
07-1778522,Quint,Jankin,1982-08-31,female,Accounting,108901,2016-04-30,2017-02-22,,Remote,42,Quint_Ja.R@genericcompany.com
07-1810225,Ketti,Callcott,1999-09-23,female,"Business Development",98191,2005-07-03,2007-11-07,,Hybrid,24,Ketti_Ca.H@genericcompany.com
07-2168841,Ardyce,Kordes,1990-03-30,female,Accounting,165041,2019-11-15,2023-08-05,,Hybrid,34,Ardyce_Ko.H@genericcompany.com
07-3133831,Jasper,Fitzsimons,1986-04-30,female,Support,146993,2008-06-25,2013-08-20,,Remote,38,Jasper_Fi.R@genericcompany.com
07-3470241,Suzette,Cheyne,1984-12-03,male,Engineering,90020,2005-04-05,2021-08-08,,Hybrid,39,Suzette_Ch.H@genericcompany.com
07-3589959,Lockwood,Shiel,1996-03-25,female,Sales,121735,2001-08-11,2016-07-15,,Remote,28,Lockwood_Sh.R@genericcompany.com
07-3739339,Sharleen,Bridgewood,1984-10-20,female,Engineering,131467,2007-08-19,2015-01-31,,Remote,39,Sharleen_Br.R@genericcompany.com
07-4610068,Lewie,Jocic,1974-03-14,male,"Research and Development",129858,2001-07-15,2010-10-02,,Hybrid,50,Lewie_Jo.H@genericcompany.com
07-4911904,Carlynn,Tytherton,1975-01-13,female,Support,77272,2006-11-04,2024-06-30,,Remote,49,Carlynn_Ty.R@genericcompany.com
07-4974576,Quinn,Rutter,1983-07-10,female,Legal,120197,2013-02-21,2022-01-14,,Remote,41,Quinn_Ru.R@genericcompany.com
07-6219433,Willie,Gomme,1988-07-30,female,Accounting,127554,2011-01-21,2018-03-28,,Hybrid,36,Willie_Go.H@genericcompany.com
07-7481127,Kirbee,McTrustey,1994-11-17,female,Accounting,142500,2009-08-16,2011-09-22,,Hybrid,29,Kirbee_Mc.H@genericcompany.com
07-7585141,Allie,Toner,1987-10-25,male,Accounting,181704,2012-04-12,2013-10-23,,Remote,36,Allie_To.R@genericcompany.com
07-8103925,Zaria,Milan,1981-10-29,female,"Business Development",150226,2015-11-14,2023-08-23,,Hybrid,42,Zaria_Mi.H@genericcompany.com
07-8293577,Jorie,Baynom,1986-04-02,female,Training,155278,2010-04-10,2011-08-02,,Hybrid,38,Jorie_Ba.H@genericcompany.com
07-8537025,Redford,Garlinge,1986-03-09,female,Engineering,135797,2004-07-12,2016-03-18,,Remote,38,Redford_Ga.R@genericcompany.com
07-9637003,Kassi,Richings,1984-03-01,female,Accounting,124169,2020-04-04,2023-10-19,,Remote,40,Kassi_Ri.R@genericcompany.com
08-0220045,Hinda,Bourdis,1974-11-14,female,Engineering,92221,2016-08-12,2024-02-28,,Remote,49,Hinda_Bo.R@genericcompany.com
08-1101320,Judie,Parkisson,1992-06-10,female,Accounting,175956,2009-05-04,2022-07-24,,Remote,32,Judie_Pa.R@genericcompany.com
08-1101808,Alia,Hallwood,1982-05-27,male,Engineering,93408,2001-04-18,2015-01-12,,Remote,42,Alia_Ha.R@genericcompany.com
08-2012105,Durante,Luca,1997-07-21,male,"Research and Development",92336,2015-09-09,2019-04-20,,Remote,27,Durante_Lu.R@genericcompany.com
08-2352594,Levey,Mallia,1996-09-06,female,Engineering,171423,2007-01-29,2021-11-01,,Hybrid,28,Levey_Ma.H@genericcompany.com
08-2604227,Mychal,Scopyn,1993-06-10,female,Services,109677,2010-08-31,2012-10-10,,Remote,31,Mychal_Sc.R@genericcompany.com
08-3993185,Waldemar,Dory,1990-02-01,male,"Product Management",115443,2017-09-23,2023-02-04,,Hybrid,34,Waldemar_Do.H@genericcompany.com
08-4059646,Nobe,Dannel,1978-07-20,male,"Research and Development",166477,2009-08-18,2021-05-02,,Remote,46,Nobe_Da.R@genericcompany.com
08-4761791,Drucy,Hindrich,1980-11-15,female,Marketing,72830,2003-03-23,2021-07-26,,Hybrid,43,Drucy_Hi.H@genericcompany.com
08-4965673,Gates,"de Grey",1972-10-26,female,"Research and Development",149655,2009-04-26,2023-08-07,,Hybrid,51,Gates_de.H@genericcompany.com
08-5565650,Nils,Elmar,2002-02-10,male,Engineering,121189,2005-11-30,2013-03-18,,Remote,22,Nils_El.R@genericcompany.com
08-6757415,Maximo,King,1974-08-12,female,Engineering,70429,2011-09-19,2024-05-20,,Hybrid,50,Maximo_Ki.H@genericcompany.com
08-7142424,Elijah,Couldwell,1997-05-30,male,Services,104695,2003-09-15,2012-12-17,,Hybrid,27,Elijah_Co.H@genericcompany.com
08-7418031,Olympie,Newbigging,1985-10-09,male,Engineering,99112,2001-04-30,2004-08-30,,Hybrid,38,Olympie_Ne.H@genericcompany.com
08-7579182,Ralph,Cavalier,1990-08-08,male,Training,148946,2012-07-07,2013-05-25,,Remote,34,Ralph_Ca.R@genericcompany.com
08-7878247,Susie,Simkin,1975-12-04,male,"Human Resources",156618,2003-09-15,2012-08-21,,Remote,48,Susie_Si.R@genericcompany.com
08-7907298,Kimmy,Eastby,1991-11-17,male,Training,83265,2004-08-05,2017-11-27,,Hybrid,32,Kimmy_Ea.H@genericcompany.com
08-7944654,Giraldo,Braine,1972-11-03,female,"Business Development",162601,2006-11-03,2021-02-20,,Remote,51,Giraldo_Br.R@genericcompany.com
08-9704756,Brigham,Lansly,1983-11-15,female,Engineering,87102,2010-11-22,2011-04-01,,Remote,40,Brigham_La.R@genericcompany.com
09-0985465,Gerianne,Wince,1987-04-27,male,Engineering,73914,2003-10-20,2018-10-21,,Hybrid,37,Gerianne_Wi.H@genericcompany.com
09-2441745,Jermain,Ashlin,1997-08-20,female,Training,182418,2003-05-31,2018-11-26,,Remote,27,Jermain_As.R@genericcompany.com
09-2978918,Pooh,Dellar,2002-03-18,female,Training,118545,2020-02-29,2024-08-05,,Hybrid,22,Pooh_De.H@genericcompany.com
09-3298604,Herta,Henstone,2000-01-25,male,Engineering,167212,2007-10-18,2018-10-13,,Hybrid,24,Herta_He.H@genericcompany.com
09-3656580,Tony,Mewett,2001-11-23,male,Legal,174090,2002-02-08,2002-08-18,,Remote,22,Tony_Me.R@genericcompany.com
09-4064433,Lorenzo,Scarlon,1988-04-02,male,Accounting,105411,2004-10-28,2017-09-19,,Remote,36,Lorenzo_Sc.R@genericcompany.com
09-4471277,Dorelia,McDonand,1976-07-27,female,Accounting,147836,2001-06-01,2007-11-15,,Hybrid,48,Dorelia_Mc.H@genericcompany.com
09-5070412,Bernardine,Artois,1976-03-28,female,Accounting,139178,2004-02-11,2015-06-02,,Hybrid,48,Bernardine_Ar.H@genericcompany.com
09-5128735,Maye,Maffei,1968-05-16,female,Engineering,96014,2006-06-03,2022-01-06,,Remote,56,Maye_Ma.R@genericcompany.com
09-5217914,Baxter,Mazdon,1978-11-09,female,Engineering,142441,2012-11-09,2013-09-30,,Hybrid,45,Baxter_Ma.H@genericcompany.com
09-6566170,Carey,Lidgett,1971-02-17,male,Accounting,95457,2008-03-04,2021-12-08,,Remote,53,Carey_Li.R@genericcompany.com
09-8635181,Teodoro,Bech,1975-01-21,male,Services,140949,2005-10-24,2019-10-22,,Remote,49,Teodoro_Be.R@genericcompany.com
09-8656053,Vidovik,Gayther,2000-04-07,female,Services,107195,2012-05-08,2021-02-23,,Remote,24,Vidovik_Ga.R@genericcompany.com
09-9536618,Ulrica,Chesher,2000-03-25,male,Engineering,114577,2003-10-10,2008-06-30,,Hybrid,24,Ulrica_Ch.H@genericcompany.com
10-0381597,Thoma,Pieper,1966-06-12,female,"Business Development",178389,2003-03-02,2005-06-30,,Remote,58,Thoma_Pi.R@genericcompany.com
10-0994834,Rossie,Tortoise,1975-04-30,female,Engineering,162834,2012-07-28,2016-12-13,,Remote,49,Rossie_To.R@genericcompany.com
10-1014143,Ugo,Bachelar,1987-08-02,male,Accounting,162511,2004-09-04,2006-03-12,,Hybrid,37,Ugo_Ba.H@genericcompany.com
10-2191646,Hewie,Jeger,1997-01-29,female,"Human Resources",74870,2015-08-28,2023-02-17,,Remote,27,Hewie_Je.R@genericcompany.com
10-2379862,Iseabal,Birtle,1992-08-05,female,Engineering,166296,2003-09-15,2020-03-19,,Remote,32,Iseabal_Bi.R@genericcompany.com
10-2723896,Poul,Knoller,1999-04-07,female,Engineering,165795,2002-05-19,2003-09-01,,Hybrid,25,Poul_Kn.H@genericcompany.com
10-2967899,Calvin,Gotts,1999-11-18,male,Engineering,155757,2011-10-05,2015-08-22,,Remote,24,Calvin_Go.R@genericcompany.com
10-3081518,Gery,Barti,1984-02-04,female,Sales,77981,2004-09-02,2009-02-03,,Hybrid,40,Gery_Ba.H@genericcompany.com
10-3149679,Ilario,Itzik,1983-01-30,male,Engineering,166569,2001-01-19,2008-07-12,,Remote,41,Ilario_It.R@genericcompany.com
10-3175898,Wayland,Gollop,1972-01-09,male,Accounting,173405,2007-03-22,2024-09-10,,Hybrid,52,Wayland_Go.H@genericcompany.com
10-4041265,Lucias,McConnal,2000-03-01,male,Support,164730,2008-10-20,2017-05-09,,Remote,24,Lucias_Mc.R@genericcompany.com
10-4589871,Wells,Bartolomeu,1999-11-25,male,Engineering,93263,2009-04-27,2023-11-17,,Hybrid,24,Wells_Ba.H@genericcompany.com
10-4944245,Maud,"Di Franceshci",2000-12-18,male,"Business Development",95058,2010-07-10,2024-09-14,,Hybrid,23,Maud_Di.H@genericcompany.com
10-4950395,Reynard,Wallace,1981-03-02,male,Accounting,137133,2019-11-06,2022-09-26,,Remote,43,Reynard_Wa.R@genericcompany.com
10-4960054,Kimbell,Clilverd,1976-04-11,female,"Product Management",97394,2009-10-16,2010-06-27,,Remote,48,Kimbell_Cl.R@genericcompany.com
10-5272584,Morton,Mattioni,1988-10-24,female,Engineering,178072,2010-10-13,2023-04-15,,Hybrid,35,Morton_Ma.H@genericcompany.com
10-5420631,Augusta,Cowley,1989-10-03,male,Training,114765,2005-09-29,2022-02-10,,Hybrid,34,Augusta_Co.H@genericcompany.com
10-5460903,Dimitry,Djekovic,1986-09-23,male,Training,106698,2017-07-11,2018-01-10,,Hybrid,37,Dimitry_Dj.H@genericcompany.com
10-5475167,Valentine,Hale,1986-10-16,male,Services,178912,2003-11-25,2015-12-25,,Remote,37,Valentine_Ha.R@genericcompany.com
10-6369892,Ynes,Grindrod,1993-01-13,male,Services,105625,2010-05-14,2019-03-06,,Remote,31,Ynes_Gr.R@genericcompany.com
10-6714334,Marla,Franceschi,1977-02-10,female,Engineering,180200,2003-02-02,2013-07-05,,Remote,47,Marla_Fr.R@genericcompany.com
10-7379374,Gwyn,Werrett,1979-08-01,female,Engineering,158406,2008-06-25,2018-02-10,,Hybrid,45,Gwyn_We.H@genericcompany.com
10-7965478,Sherlock,Scotti,1993-08-03,male,"Business Development",165687,2007-10-21,2015-09-19,,Hybrid,31,Sherlock_Sc.H@genericcompany.com
10-7970882,Reinold,Rewcastle,1973-12-07,female,Sales,99265,2006-05-22,2011-03-14,,Remote,50,Reinold_Re.R@genericcompany.com
10-8016417,Delmar,Torvey,1988-05-25,male,"Business Development",115692,2010-11-30,2018-01-02,,Remote,36,Delmar_To.R@genericcompany.com
10-8732936,Shurlocke,Merriott,1997-12-15,male,Support,139554,2018-07-26,2021-03-15,,Remote,26,Shurlocke_Me.R@genericcompany.com
10-8814064,Lulu,Dabnot,1990-04-04,male,Accounting,136967,2014-05-02,2015-02-18,,Remote,34,Lulu_Da.R@genericcompany.com
10-8935837,Templeton,Kirkby,1995-07-22,male,Training,177675,2001-01-18,2003-05-22,,Hybrid,29,Templeton_Ki.H@genericcompany.com
10-9127851,Dag,Denisovo,1992-01-09,male,Engineering,90339,2003-06-26,2005-10-26,,Hybrid,32,Dag_De.H@genericcompany.com
10-9292865,Ezequiel,Dilleston,1990-12-16,female,"Research and Development",167949,2009-05-20,2014-02-28,,Hybrid,33,Ezequiel_Di.H@genericcompany.com
10-9514287,Lyon,L'Episcopio,2002-08-31,female,Accounting,89665,2004-05-04,2011-05-25,,Remote,22,Lyon_L'.R@genericcompany.com
10-9856483,Jena,Siggs,1989-10-25,female,Training,174335,2009-11-25,2016-11-13,,Remote,34,Jena_Si.R@genericcompany.com
11-0179563,Rhiamon,Macvey,1970-05-02,male,Engineering,123818,2002-12-30,2019-04-27,,Remote,54,Rhiamon_Ma.R@genericcompany.com
11-0343866,Helsa,Rapsey,1968-06-01,male,Engineering,103070,2000-12-14,2012-03-23,,Remote,56,Helsa_Ra.R@genericcompany.com
11-0697468,Malorie,Hurtic,1975-01-10,female,Accounting,79112,2015-10-16,2019-06-02,,Remote,49,Malorie_Hu.R@genericcompany.com
11-1348636,Sammie,Dormon,1973-02-01,female,"Human Resources",129921,2011-03-17,2021-03-16,,Remote,51,Sammie_Do.R@genericcompany.com
11-1504677,Analise,Linkie,2001-04-13,male,Engineering,101227,2016-05-03,2018-09-09,,Hybrid,23,Analise_Li.H@genericcompany.com
11-1805808,Hatti,O'Clery,1971-02-23,female,Sales,121291,2014-01-13,2015-01-22,,Hybrid,53,Hatti_O'.H@genericcompany.com
11-1962156,Alexis,Cunniffe,2000-11-09,male,"Human Resources",127840,2005-07-08,2006-03-07,,Remote,23,Alexis_Cu.R@genericcompany.com
11-2410210,Moira,Meineck,1995-04-05,female,Services,113313,2003-07-02,2019-12-14,,Hybrid,29,Moira_Me.H@genericcompany.com
11-2910410,Harriet,Gaze,1982-12-29,male,"Product Management",174580,2007-07-18,2024-04-25,,Remote,41,Harriet_Ga.R@genericcompany.com
11-3149044,Isaac,Brettel,1988-06-29,male,Engineering,65982,2006-04-25,2009-03-25,,Remote,36,Isaac_Br.R@genericcompany.com
11-3253802,Garek,Sugar,1972-12-28,female,Accounting,165538,2003-01-08,2022-09-06,,Remote,51,Garek_Su.R@genericcompany.com
11-3479230,Cherilynn,Dineges,1979-09-02,male,"Product Management",81382,2011-06-20,2015-04-28,,Remote,45,Cherilynn_Di.R@genericcompany.com
11-3563150,Ralf,Manwell,1988-06-03,female,Engineering,84784,2018-10-27,2021-03-23,,Hybrid,36,Ralf_Ma.H@genericcompany.com
11-3599037,Derby,"Le Marchant",1973-01-18,male,Engineering,87341,2010-05-21,2021-11-11,,Remote,51,Derby_Le.R@genericcompany.com
11-3681138,Chancey,Hellis,1989-07-01,male,Engineering,114200,2014-08-29,2018-09-30,,Hybrid,35,Chancey_He.H@genericcompany.com
11-3709544,Shem,Bartolomeo,1974-01-24,male,Engineering,126248,2011-12-14,2022-01-07,,Remote,50,Shem_Ba.R@genericcompany.com
11-3860747,Elwin,Buckler,2001-03-12,male,"Research and Development",123304,2006-09-20,2008-08-14,,Hybrid,23,Elwin_Bu.H@genericcompany.com
11-4105385,Amandie,Skehan,1978-03-22,male,"Human Resources",126782,2001-08-13,2005-02-15,,Remote,46,Amandie_Sk.R@genericcompany.com
11-4118893,Bowie,Heams,2002-09-11,female,Engineering,144947,2017-09-24,2020-05-27,,Remote,22,Bowie_He.R@genericcompany.com
11-4382436,Nefen,Clothier,1982-07-11,female,"Human Resources",84500,2004-11-07,2006-04-15,,Hybrid,42,Nefen_Cl.H@genericcompany.com
11-4460403,Ilsa,Spradbery,1982-10-15,male,Auditing,119880,2011-03-04,2019-10-06,,Remote,41,Ilsa_Sp.R@genericcompany.com
11-4533891,Gilberte,Bolam,1995-08-15,female,Services,124957,2003-12-17,2008-02-06,,Remote,29,Gilberte_Bo.R@genericcompany.com
11-5495291,Merrel,Tinmouth,1997-06-26,female,Training,66308,2017-10-08,2018-06-09,,Remote,27,Merrel_Ti.R@genericcompany.com
11-5603970,Allene,Flemmich,2000-05-01,male,Engineering,108141,2006-12-07,2020-06-16,,Hybrid,24,Allene_Fl.H@genericcompany.com
11-6301317,Alexei,Jeannenet,1985-03-11,female,Services,138797,2006-03-22,2011-12-23,,Remote,39,Alexei_Je.R@genericcompany.com
11-6360612,Dud,Meus,1972-11-17,female,Services,87468,2004-01-09,2013-05-13,,Hybrid,51,Dud_Me.H@genericcompany.com
11-6609764,Ruperta,Rambaut,1986-08-26,female,Accounting,134697,2003-10-20,2004-01-30,,Hybrid,38,Ruperta_Ra.H@genericcompany.com
11-7864987,Herman,Redrup,1988-06-02,male,Support,71513,2008-10-24,2011-05-28,,Remote,36,Herman_Re.R@genericcompany.com
11-8794158,Clifford,Bolletti,1990-07-10,female,"Business Development",77404,2020-09-07,2024-09-11,,Remote,34,Clifford_Bo.R@genericcompany.com
11-8901606,Kerk,Brekonridge,1998-12-05,female,Engineering,97479,2007-08-27,2014-04-30,,Hybrid,25,Kerk_Br.H@genericcompany.com
11-9230233,Cassie,Cashen,1985-08-08,male,Services,181719,2005-06-17,2007-10-06,,Remote,39,Cassie_Ca.R@genericcompany.com
11-9741933,Mile,Tomkys,1984-04-22,male,Accounting,132620,2008-08-06,2022-09-19,,Remote,40,Mile_To.R@genericcompany.com
12-0137994,Jimmy,Duffin,1977-11-15,male,Training,100732,2006-10-14,2023-04-21,,Hybrid,46,Jimmy_Du.H@genericcompany.com
12-0165371,Tessa,Timberlake,1994-09-16,female,Accounting,106002,2005-10-28,2010-12-01,,Remote,30,Tessa_Ti.R@genericcompany.com
12-0652774,Aindrea,Harder,1975-01-25,male,Training,101815,2001-09-07,2019-01-07,,Remote,49,Aindrea_Ha.R@genericcompany.com
12-0821958,Fergus,Aisthorpe,1987-02-10,male,Services,158555,2001-05-10,2014-12-01,,Hybrid,37,Fergus_Ai.H@genericcompany.com
12-1058351,Gianina,Dartnell,2001-12-13,female,"Human Resources",165635,2003-11-19,2017-06-21,,Remote,22,Gianina_Da.R@genericcompany.com
12-1063276,Davey,Nottingham,1986-07-18,male,"Human Resources",182238,2017-04-28,2024-09-01,,Hybrid,38,Davey_No.H@genericcompany.com
12-2268500,Evan,Borborough,1992-09-23,male,"Product Management",132088,2009-09-11,2010-06-26,,Remote,31,Evan_Bo.R@genericcompany.com
12-2357863,Alvina,Claeskens,1990-05-05,female,Engineering,168678,2002-10-14,2010-09-08,,Remote,34,Alvina_Cl.R@genericcompany.com
12-2381672,Elwira,Jahner,1991-04-18,female,Engineering,104496,2011-02-13,2019-04-15,,Remote,33,Elwira_Ja.R@genericcompany.com
12-3903055,Frank,Toupe,1973-04-26,female,"Business Development",161935,2012-06-28,2014-02-07,,Remote,51,Frank_To.R@genericcompany.com
12-4133791,Codi,Benedicto,1990-11-01,male,Services,139254,2004-02-02,2010-09-15,,Remote,33,Codi_Be.R@genericcompany.com
12-4440347,Austin,Mulholland,1986-04-28,female,Engineering,131398,2011-10-30,2013-11-19,,Hybrid,38,Austin_Mu.H@genericcompany.com
12-4499034,Stacie,Gentric,1977-11-04,female,Services,94286,2003-11-15,2018-07-19,,Remote,46,Stacie_Ge.R@genericcompany.com
12-4588655,Tiffany,Gill,1979-04-24,male,"Research and Development",69430,2003-04-14,2004-11-09,,Remote,45,Tiffany_Gi.R@genericcompany.com
12-5270761,Emelda,Tippett,1966-08-29,female,Engineering,119892,2016-12-30,2019-02-19,,Remote,58,Emelda_Ti.R@genericcompany.com
12-5279334,Tandie,Gourlie,1979-02-06,female,Engineering,71221,2012-12-03,2015-09-24,,Hybrid,45,Tandie_Go.H@genericcompany.com
12-5612918,Sheilah,Bendall,1973-07-13,female,Engineering,169306,2008-09-13,2015-11-19,,Remote,51,Sheilah_Be.R@genericcompany.com
12-6080989,Eolanda,Richter,1970-03-25,female,Engineering,160443,2008-01-20,2011-08-10,,Remote,54,Eolanda_Ri.R@genericcompany.com
12-6952291,Maridel,Franck,1981-08-12,male,"Business Development",99263,2003-12-01,2019-04-27,,Remote,43,Maridel_Fr.R@genericcompany.com
12-7440374,Lurleen,Kerne,1974-10-13,female,Sales,179618,2005-05-26,2005-10-31,,Remote,49,Lurleen_Ke.R@genericcompany.com
12-7460683,Opaline,Treagust,1984-04-28,female,Engineering,114058,2003-05-21,2011-11-28,,Remote,40,Opaline_Tr.R@genericcompany.com
12-9850324,Fanny,Pachta,1990-04-05,male,Engineering,80209,2005-06-02,2022-11-13,,Remote,34,Fanny_Pa.R@genericcompany.com
12-9923552,Novelia,Rosenbloom,1995-11-23,male,"Research and Development",172918,2008-04-13,2020-04-24,,Hybrid,28,Novelia_Ro.H@genericcompany.com
13-0003582,Clerissa,Freeth,1999-10-24,female,Training,126970,2002-10-17,2016-09-10,,Remote,24,Clerissa_Fr.R@genericcompany.com
13-0043599,Glenda,Creser,1986-02-10,female,Services,157266,2015-05-17,2024-06-25,,Hybrid,38,Glenda_Cr.H@genericcompany.com
13-0348278,Javier,"De la Yglesia",1966-11-01,male,Training,86811,2002-11-14,2020-10-28,,Hybrid,57,Javier_De.H@genericcompany.com
13-0855454,Victoir,Padson,1977-09-24,male,"Research and Development",88870,2002-09-09,2008-01-02,,Hybrid,46,Victoir_Pa.H@genericcompany.com
13-0915657,Jessey,Luney,1989-12-01,female,"Research and Development",145689,2013-03-26,2014-11-30,,Hybrid,34,Jessey_Lu.H@genericcompany.com
13-1174983,Nevsa,Gisburn,2001-05-24,male,Accounting,124673,2014-08-14,2023-07-07,,Hybrid,23,Nevsa_Gi.H@genericcompany.com
13-1337860,Brennen,Liley,1987-07-21,male,"Human Resources",168878,2001-11-14,2017-02-18,,Remote,37,Brennen_Li.R@genericcompany.com
13-1572513,Dasha,Thon,1979-01-31,male,Engineering,169070,2006-12-16,2018-06-17,,Remote,45,Dasha_Th.R@genericcompany.com
13-2023299,Charmion,McCraw,1979-09-13,female,Accounting,144672,2002-08-11,2021-06-18,,Remote,45,Charmion_Mc.R@genericcompany.com
13-2122750,Wye,Zini,1990-04-08,female,Engineering,181172,2001-10-31,2006-02-27,,Hybrid,34,Wye_Zi.H@genericcompany.com
13-3201609,Stafford,Morehall,1973-11-06,male,"Human Resources",137570,2008-12-17,2016-03-27,,Remote,50,Stafford_Mo.R@genericcompany.com
13-5060877,Elisabetta,Pexton,1979-11-01,male,Engineering,151603,2015-07-20,2017-08-05,,Remote,44,Elisabetta_Pe.R@genericcompany.com
13-5272012,Lena,Wimms,1991-07-19,male,"Human Resources",97312,2011-05-01,2021-06-11,,Remote,33,Lena_Wi.R@genericcompany.com
13-5599836,Sutherlan,Carlaw,1969-08-02,female,Engineering,85236,2019-10-09,2024-08-05,,Remote,55,Sutherlan_Ca.R@genericcompany.com
13-5663441,Bertha,Ricioppo,1990-10-27,male,"Human Resources",157094,2006-08-04,2014-12-18,,Hybrid,33,Bertha_Ri.H@genericcompany.com
13-5970318,Prudi,Scarce,1970-01-27,female,"Business Development",97203,2005-06-10,2021-10-24,,Hybrid,54,Prudi_Sc.H@genericcompany.com
13-6247513,Roldan,Gladhill,1978-03-17,female,Sales,82986,2009-01-22,2019-06-07,,Remote,46,Roldan_Gl.R@genericcompany.com
13-7052514,Charmion,Cocklin,1971-04-15,male,Sales,127734,2003-11-23,2006-02-01,,Hybrid,53,Charmion_Co.H@genericcompany.com
13-7284079,Meredithe,Skully,1992-07-25,male,"Human Resources",147356,2003-10-01,2008-10-09,,Remote,32,Meredithe_Sk.R@genericcompany.com
13-7485924,Jackson,Simmance,2002-05-16,male,Marketing,162072,2003-02-10,2020-10-27,,Hybrid,22,Jackson_Si.H@genericcompany.com
13-7728725,Rosita,Looker,1982-04-10,male,"Research and Development",85632,2006-04-28,2021-06-22,,Hybrid,42,Rosita_Lo.H@genericcompany.com
13-7809059,Ethelin,Goodlett,2001-12-30,female,"Human Resources",86403,2015-07-03,2018-09-19,,Remote,22,Ethelin_Go.R@genericcompany.com
13-7994761,Queenie,Conner,1982-12-15,male,Engineering,109609,2002-12-07,2012-11-12,,Hybrid,41,Queenie_Co.H@genericcompany.com
13-8428959,Hobie,Jacobowits,2002-08-16,male,Sales,144313,2002-10-30,2022-06-30,,Remote,22,Hobie_Ja.R@genericcompany.com
